sent,words
इनके लिए बड़े निवेश की जरूरत भी नहीं होती है।,"['इनके', 'लिए', 'बड़े', 'निवेश', 'की', 'जरूरत', 'भी', 'नहीं', 'होती', 'है।']"
"मगर वह इस जंग में कामयाब हुआ, और आप भी हो सकते हैं!","['मगर', 'वह', 'इस', 'जंग', 'में', 'कामयाब', 'हुआ,', 'और', 'आप', 'भी', 'हो', 'सकते', 'हैं!']"
"मैं कहता हूं, जब हम भारतीय मानचित्र को दोबारा बनाएं, तो हमें उसमें ना केवल पीओके बल्कि गिलगित-बालटिस्तान को भी शामिल करना चाहिए।","['मैं', 'कहता', 'हूं,', 'जब', 'हम', 'भारतीय', 'मानचित्र', 'को', 'दोबारा', 'बनाएं,', 'तो', 'हमें', 'उसमें', 'ना', 'केवल', 'पीओके', 'बल्कि', 'गिलगित-बालटिस्तान', 'को', 'भी', 'शामिल', 'करना', 'चाहिए।']"
प्रदीप ने विश्व पुलिस गेम्स में जीता गोल्ड,"['प्रदीप', 'ने', 'विश्व', 'पुलिस', 'गेम्स', 'में', 'जीता', 'गोल्ड']"
आज भी हालात काफी कुछ ऐसे ही हैं ।,"['आज', 'भी', 'हालात', 'काफी', 'कुछ', 'ऐसे', 'ही', 'हैं', '।']"
लेकिन बात तो की ही जा सकती है।,"['लेकिन', 'बात', 'तो', 'की', 'ही', 'जा', 'सकती', 'है।']"
हादसे में दो लोगों की मौके पर ही मौत हो गई।,"['हादसे', 'में', 'दो', 'लोगों', 'की', 'मौके', 'पर', 'ही', 'मौत', 'हो', 'गई।']"
"आनन-फानन में उसे अस्पताल ले जाया गया, जहां उसने दम तोड़ दिया।","['आनन-फानन', 'में', 'उसे', 'अस्पताल', 'ले', 'जाया', 'गया,', 'जहां', 'उसने', 'दम', 'तोड़', 'दिया।']"
कौन हिस्सा ले सकते हैं: भाई को शाखा - समिति या देश - समिति का सदस्य होना चाहिए या जिसे इस ज़िम्मेदारी के लिए नियुक्‍त किया जाएगा ।,"['कौन', 'हिस्सा', 'ले', 'सकते', 'हैं:', 'भाई', 'को', 'शाखा', '-', 'समिति', 'या', 'देश', '-', 'समिति', 'का', 'सदस्य', 'होना', 'चाहिए', 'या', 'जिसे', 'इस', 'ज़िम्मेदारी', 'के', 'लिए', 'नियुक्\u200dत', 'किया', 'जाएगा', '।']"
"उन्होंने कहा, ‘300 मैच काफी ज्यादा होते हैं।","['उन्होंने', 'कहा,', '‘300', 'मैच', 'काफी', 'ज्यादा', 'होते', 'हैं।']"
"पुलिस के मुताबिक, हत्या का मकसद लूटपाट था।","['पुलिस', 'के', 'मुताबिक,', 'हत्या', 'का', 'मकसद', 'लूटपाट', 'था।']"
\\xa0टी20 सीरीज के बाद अब भारतीय महिला टीम को वनडे सीरीज में\\xa0खेलना है।,"['\\\\xa0टी20', 'सीरीज', 'के', 'बाद', 'अब', 'भारतीय', 'महिला', 'टीम', 'को', 'वनडे', 'सीरीज', 'में\\\\xa0खेलना', 'है।']"
और यह शांति है जो समाजों को सतत विकास के माध्यम से प्रगति हासिल करने में मदद करेगी।,"['और', 'यह', 'शांति', 'है', 'जो', 'समाजों', 'को', 'सतत', 'विकास', 'के', 'माध्यम', 'से', 'प्रगति', 'हासिल', 'करने', 'में', 'मदद', 'करेगी।']"
"कैन को भले ही अपने माता - पिता से असिद्धता मिली थी, मगर उसके पास सही चुनाव करने की आज़ादी थी ।","['कैन', 'को', 'भले', 'ही', 'अपने', 'माता', '-', 'पिता', 'से', 'असिद्धता', 'मिली', 'थी,', 'मगर', 'उसके', 'पास', 'सही', 'चुनाव', 'करने', 'की', 'आज़ादी', 'थी', '।']"
"अगर आप भी बाइबल की सच्चाई को ज़्यादा अच्छी तरह समझना चाहते हैं, तो आपको भी शायद मुश्‍किलों का सामना करना पड़े ।","['अगर', 'आप', 'भी', 'बाइबल', 'की', 'सच्चाई', 'को', 'ज़्यादा', 'अच्छी', 'तरह', 'समझना', 'चाहते', 'हैं,', 'तो', 'आपको', 'भी', 'शायद', 'मुश्\u200dकिलों', 'का', 'सामना', 'करना', 'पड़े', '।']"
फिर आगे क्या होता है इसके लिए आपको फिल्म देखनी होगी।,"['फिर', 'आगे', 'क्या', 'होता', 'है', 'इसके', 'लिए', 'आपको', 'फिल्म', 'देखनी', 'होगी।']"
उनके साथ काम करके भी मैंने बहुत कुछ सीखा।,"['उनके', 'साथ', 'काम', 'करके', 'भी', 'मैंने', 'बहुत', 'कुछ', 'सीखा।']"
पुलिस ने इस मामले में एक युवक की गिरफ्तारी कर ली है।,"['पुलिस', 'ने', 'इस', 'मामले', 'में', 'एक', 'युवक', 'की', 'गिरफ्तारी', 'कर', 'ली', 'है।']"
कोरोनावायरस को लेकर जहां पूरी दुनिया डरी हुई है।,"['कोरोनावायरस', 'को', 'लेकर', 'जहां', 'पूरी', 'दुनिया', 'डरी', 'हुई', 'है।']"
आज बड़े पैमाने पर परमेश्‍वर के राज्य का सुसमाचार सुनाने का काम चल रहा है ।,"['आज', 'बड़े', 'पैमाने', 'पर', 'परमेश्\u200dवर', 'के', 'राज्य', 'का', 'सुसमाचार', 'सुनाने', 'का', 'काम', 'चल', 'रहा', 'है', '।']"
इस तरह के कार्रवाईयों का बच्चों पर क्या प्रभाव पड़ता है?,"['इस', 'तरह', 'के', 'कार्रवाईयों', 'का', 'बच्चों', 'पर', 'क्या', 'प्रभाव', 'पड़ता', 'है?']"
उपरोक्त योजनाओं के लिए वहन किया जाने वाला व्यय अगले पांच वर्षों यानी 2020-21 से 2024-25 के लिए होगा।,"['उपरोक्त', 'योजनाओं', 'के', 'लिए', 'वहन', 'किया', 'जाने', 'वाला', 'व्यय', 'अगले', 'पांच', 'वर्षों', 'यानी', '2020-21', 'से', '2024-25', 'के', 'लिए', 'होगा।']"
संघ के किसी सशस्त्र बल या संघके नियंत्रण के अधीन किसी अन्य बल अभिनियोजन,"['संघ', 'के', 'किसी', 'सशस्त्र', 'बल', 'या', 'संघके', 'नियंत्रण', 'के', 'अधीन', 'किसी', 'अन्य', 'बल', 'अभिनियोजन']"
जिसका वीडियो सोशल मीडिय पर काफी वायरल हो रहा है,"['जिसका', 'वीडियो', 'सोशल', 'मीडिय', 'पर', 'काफी', 'वायरल', 'हो', 'रहा', 'है']"
कोलकाता की बात की जाए तो यहां पेट्रोल 8 पैसे महंगा होकर 72,"['कोलकाता', 'की', 'बात', 'की', 'जाए', 'तो', 'यहां', 'पेट्रोल', '8', 'पैसे', 'महंगा', 'होकर', '72']"
"इन दोनों स्वैब को स्थानीय स्तर पर उपलब्ध सामग्री से विकसित किया गया है, जिससे सामग्री के लिए आयात पर निर्भरता कम हो।","['इन', 'दोनों', 'स्वैब', 'को', 'स्थानीय', 'स्तर', 'पर', 'उपलब्ध', 'सामग्री', 'से', 'विकसित', 'किया', 'गया', 'है,', 'जिससे', 'सामग्री', 'के', 'लिए', 'आयात', 'पर', 'निर्भरता', 'कम', 'हो।']"
इससे जनता के समय और धन दोनों की बचत होती है।,"['इससे', 'जनता', 'के', 'समय', 'और', 'धन', 'दोनों', 'की', 'बचत', 'होती', 'है।']"
सोमेदेव के शानदार खेल की बदौलत भारत ने टेनिस में दूसरा स्वर्ण हासिल किया है।,"['सोमेदेव', 'के', 'शानदार', 'खेल', 'की', 'बदौलत', 'भारत', 'ने', 'टेनिस', 'में', 'दूसरा', 'स्वर्ण', 'हासिल', 'किया', 'है।']"
उन्होंने कहा कि कल से दस और हेलीकॉप्टर बचाव कार्यों में जुट जाएंगे। उन्होंने कहा कि राहत कार्यों की गति बढ़ाई जाएगी।,"['उन्होंने', 'कहा', 'कि', 'कल', 'से', 'दस', 'और', 'हेलीकॉप्टर', 'बचाव', 'कार्यों', 'में', 'जुट', 'जाएंगे।', 'उन्होंने', 'कहा', 'कि', 'राहत', 'कार्यों', 'की', 'गति', 'बढ़ाई', 'जाएगी।']"
मुश्‍किल लगनेवाला काम मिलने पर मूसा ने झिझकते हुए पूछा: “मैं कौन हूं? ”,"['मुश्\u200dकिल', 'लगनेवाला', 'काम', 'मिलने', 'पर', 'मूसा', 'ने', 'झिझकते', 'हुए', 'पूछा:', '“मैं', 'कौन', 'हूं?', '”']"
महिला को उपचार के लिए सिविल अस्पताल में भर्ती कराया गया है।,"['महिला', 'को', 'उपचार', 'के', 'लिए', 'सिविल', 'अस्पताल', 'में', 'भर्ती', 'कराया', 'गया', 'है।']"
मैं रोज़ाना बाइबल पढ़ने लगा और यह जानने की कोशिश करने लगा कि यहोवा असल में क्या कह रहा है ।,"['मैं', 'रोज़ाना', 'बाइबल', 'पढ़ने', 'लगा', 'और', 'यह', 'जानने', 'की', 'कोशिश', 'करने', 'लगा', 'कि', 'यहोवा', 'असल', 'में', 'क्या', 'कह', 'रहा', 'है', '।']"
लोगों ने शीघ्र भवन की मरम्मत करवाने की मांग की है।,"['लोगों', 'ने', 'शीघ्र', 'भवन', 'की', 'मरम्मत', 'करवाने', 'की', 'मांग', 'की', 'है।']"
इस अवसर पर सहमत ने एक किताब भी प्रकाशित की।,"['इस', 'अवसर', 'पर', 'सहमत', 'ने', 'एक', 'किताब', 'भी', 'प्रकाशित', 'की।']"
बैट द्वारा किए गए हमले में भारतीय सेना के दो जवान शहीद हो गए,"['बैट', 'द्वारा', 'किए', 'गए', 'हमले', 'में', 'भारतीय', 'सेना', 'के', 'दो', 'जवान', 'शहीद', 'हो', 'गए']"
पुलिस की कार्रवाई के खिलाफ छात्रों ने जोरदार प्रदर्शन किया।,"['पुलिस', 'की', 'कार्रवाई', 'के', 'खिलाफ', 'छात्रों', 'ने', 'जोरदार', 'प्रदर्शन', 'किया।']"
करतारपुर कॉरिडोर: पाकिस्तान और भारत के बीच कई मामलों पर बनीं सहमति,"['करतारपुर', 'कॉरिडोर:', 'पाकिस्तान', 'और', 'भारत', 'के', 'बीच', 'कई', 'मामलों', 'पर', 'बनीं', 'सहमति']"
"""उसने आरोप लगाया, """"पुलिस ने वहां कोई कार्रवाई नहीं की।""","['""उसने', 'आरोप', 'लगाया,', '""""पुलिस', 'ने', 'वहां', 'कोई', 'कार्रवाई', 'नहीं', 'की।""']"
56 रुपये प्रति लीटर पर मिल रहा है।,"['56', 'रुपये', 'प्रति', 'लीटर', 'पर', 'मिल', 'रहा', 'है।']"
कुंभ: उच्च अधिकारी या घर के मुखिया का सहयोग मिलेगा।,"['कुंभ:', 'उच्च', 'अधिकारी', 'या', 'घर', 'के', 'मुखिया', 'का', 'सहयोग', 'मिलेगा।']"
हाल में पिछले दिनों एटीएम पर हमलों से कई देश प्रभावित हुए हैं।,"['हाल', 'में', 'पिछले', 'दिनों', 'एटीएम', 'पर', 'हमलों', 'से', 'कई', 'देश', 'प्रभावित', 'हुए', 'हैं।']"
 ३३ में यरूशलेम को अपना आखिरी सफर तय किया ।,"['', '३३', 'में', 'यरूशलेम', 'को', 'अपना', 'आखिरी', 'सफर', 'तय', 'किया', '।']"
वह हमें दृढ़ बने रहने और आध्यात्मिक जंग जीतने के लिए साधन भी मुहैया कराता है ।,"['वह', 'हमें', 'दृढ़', 'बने', 'रहने', 'और', 'आध्यात्मिक', 'जंग', 'जीतने', 'के', 'लिए', 'साधन', 'भी', 'मुहैया', 'कराता', 'है', '।']"
इस पर पुलिस टीम ने मौके पर छापा मारा तो 11 विदेशी मूल के लोगों को पकड़ा गया है।,"['इस', 'पर', 'पुलिस', 'टीम', 'ने', 'मौके', 'पर', 'छापा', 'मारा', 'तो', '11', 'विदेशी', 'मूल', 'के', 'लोगों', 'को', 'पकड़ा', 'गया', 'है।']"
"पेट्रोल और डीजल के दाम में गिरावट, उपभोक्ताओं को लगातार दूसरे दिन मिली राहत","['पेट्रोल', 'और', 'डीजल', 'के', 'दाम', 'में', 'गिरावट,', 'उपभोक्ताओं', 'को', 'लगातार', 'दूसरे', 'दिन', 'मिली', 'राहत']"
फोन क्वालकॉम स्नैपड्रैगन 675 एसओसी प्रोसेसर पर काम करता है।,"['फोन', 'क्वालकॉम', 'स्नैपड्रैगन', '675', 'एसओसी', 'प्रोसेसर', 'पर', 'काम', 'करता', 'है।']"
पाकिस्तान में एचआईवी संक्रमण के मामले बहुत तेजी से बढ़े हैं।,"['पाकिस्तान', 'में', 'एचआईवी', 'संक्रमण', 'के', 'मामले', 'बहुत', 'तेजी', 'से', 'बढ़े', 'हैं।']"
हमले में दोनों सिविलियन्स गंभीर रूप से जख्मी हो गए।,"['हमले', 'में', 'दोनों', 'सिविलियन्स', 'गंभीर', 'रूप', 'से', 'जख्मी', 'हो', 'गए।']"
पुलिस के लिए यह सबसे अहम सवाल है।,"['पुलिस', 'के', 'लिए', 'यह', 'सबसे', 'अहम', 'सवाल', 'है।']"
उन्होंने बताया कि आरोपी से लूट के पैसे की भी बरामदगी करनी है।,"['उन्होंने', 'बताया', 'कि', 'आरोपी', 'से', 'लूट', 'के', 'पैसे', 'की', 'भी', 'बरामदगी', 'करनी', 'है।']"
"इस फिल्म में प्रकाश की भी अहम भूमिका है, जबकि सोरी और सतीश अहम भूमिकाओं में नजर आएंगे।","['इस', 'फिल्म', 'में', 'प्रकाश', 'की', 'भी', 'अहम', 'भूमिका', 'है,', 'जबकि', 'सोरी', 'और', 'सतीश', 'अहम', 'भूमिकाओं', 'में', 'नजर', 'आएंगे।']"
इस समय fastag के माध्यम से दैनिक टोल संग्रह 89 करोड़ रुपये को पार कर गया है।,"['इस', 'समय', 'fastag', 'के', 'माध्यम', 'से', 'दैनिक', 'टोल', 'संग्रह', '89', 'करोड़', 'रुपये', 'को', 'पार', 'कर', 'गया', 'है।']"
 अमरजीत कौर के क्लीनिक पर ले गये।,"['', 'अमरजीत', 'कौर', 'के', 'क्लीनिक', 'पर', 'ले', 'गये।']"
"हालांकि, फिलहाल कंपनी ने इस बारे में कोई जानकारी नहीं दी है।","['हालांकि,', 'फिलहाल', 'कंपनी', 'ने', 'इस', 'बारे', 'में', 'कोई', 'जानकारी', 'नहीं', 'दी', 'है।']"
यह इसराएलियों के लिए क्या ही सम्मान की बात थी!,"['यह', 'इसराएलियों', 'के', 'लिए', 'क्या', 'ही', 'सम्मान', 'की', 'बात', 'थी!']"
उनके साथ कमला हैरिस उप राष्\\u200dट्रपति पद के लिए शपथ ग्रहण करेंगी।,"['उनके', 'साथ', 'कमला', 'हैरिस', 'उप', 'राष्\\\\u200dट्रपति', 'पद', 'के', 'लिए', 'शपथ', 'ग्रहण', 'करेंगी।']"
उनमें बीमारी के गंभीर लक्षण नहीं दिख रहे हैं,"['उनमें', 'बीमारी', 'के', 'गंभीर', 'लक्षण', 'नहीं', 'दिख', 'रहे', 'हैं']"
मेरे पति और मैं एक - दूसरे को बहुत अच्छी तरह जानते हैं ।,"['मेरे', 'पति', 'और', 'मैं', 'एक', '-', 'दूसरे', 'को', 'बहुत', 'अच्छी', 'तरह', 'जानते', 'हैं', '।']"
पुलिस ने तीनों के खिलाफ धोखाधडी के आरोप में मामला दर्ज कर जांच आरंभ कर दी है।,"['पुलिस', 'ने', 'तीनों', 'के', 'खिलाफ', 'धोखाधडी', 'के', 'आरोप', 'में', 'मामला', 'दर्ज', 'कर', 'जांच', 'आरंभ', 'कर', 'दी', 'है।']"
ताे आइए इसके पहले कदम से शुरुआत करते हैं।,"['ताे', 'आइए', 'इसके', 'पहले', 'कदम', 'से', 'शुरुआत', 'करते', 'हैं।']"
पार्टी मौजूदा चुनौतियों को दूर करने की कोशिश करेगी क्योंकि महिलाओं की भागीदारी की जरूरत है जो कि विषयों को ज्यादा बारीकी से समझती है।,"['पार्टी', 'मौजूदा', 'चुनौतियों', 'को', 'दूर', 'करने', 'की', 'कोशिश', 'करेगी', 'क्योंकि', 'महिलाओं', 'की', 'भागीदारी', 'की', 'जरूरत', 'है', 'जो', 'कि', 'विषयों', 'को', 'ज्यादा', 'बारीकी', 'से', 'समझती', 'है।']"
साथ ही यूजर्स को अन्य नेटवर्क पर अनलिमिटेड कॉलिंग कर सकते हैं।,"['साथ', 'ही', 'यूजर्स', 'को', 'अन्य', 'नेटवर्क', 'पर', 'अनलिमिटेड', 'कॉलिंग', 'कर', 'सकते', 'हैं।']"
गोएबल्स ने कहा था कि एक झूठ को अगर कई बार दोहराया जाए तो वह सच बन जाता है।,"['गोएबल्स', 'ने', 'कहा', 'था', 'कि', 'एक', 'झूठ', 'को', 'अगर', 'कई', 'बार', 'दोहराया', 'जाए', 'तो', 'वह', 'सच', 'बन', 'जाता', 'है।']"
मामले में आरोपियों का सीसीटीवी फुटेज भी सामने आया था,"['मामले', 'में', 'आरोपियों', 'का', 'सीसीटीवी', 'फुटेज', 'भी', 'सामने', 'आया', 'था']"
उसे घायल अवस्था में एक निजी अस्पताल ले गए और पुलिस को सूचना दी।,"['उसे', 'घायल', 'अवस्था', 'में', 'एक', 'निजी', 'अस्पताल', 'ले', 'गए', 'और', 'पुलिस', 'को', 'सूचना', 'दी।']"
रोहित शर्मा अंतरराष्ट्रीय क्रिकेट में सबसे ज्यादा छक्के लगाने वाले भारतीय बल्लेबाज बन गए।,"['रोहित', 'शर्मा', 'अंतरराष्ट्रीय', 'क्रिकेट', 'में', 'सबसे', 'ज्यादा', 'छक्के', 'लगाने', 'वाले', 'भारतीय', 'बल्लेबाज', 'बन', 'गए।']"
सलमान खान ने अपने पनवेल के फार्महाउस में बर्थडे का केक काटा,"['सलमान', 'खान', 'ने', 'अपने', 'पनवेल', 'के', 'फार्महाउस', 'में', 'बर्थडे', 'का', 'केक', 'काटा']"
घटना में नाती की मौत घटनास्थल पर ही हो गई।,"['घटना', 'में', 'नाती', 'की', 'मौत', 'घटनास्थल', 'पर', 'ही', 'हो', 'गई।']"
"सीरियाई संघर्ष में अबतक 3,70,000 से अधिक लोगों की मौत हो चुकी है।","['सीरियाई', 'संघर्ष', 'में', 'अबतक', '3,70,000', 'से', 'अधिक', 'लोगों', 'की', 'मौत', 'हो', 'चुकी', 'है।']"
उन्होंने ये भी कहा कि भारत और पाकिस्तान के बीच साइंस एंड टेक्नोलॉजी के क्षेत्र में आपसी सहयोग इलाके के लिए फलदायी साबित हो सकता है।,"['उन्होंने', 'ये', 'भी', 'कहा', 'कि', 'भारत', 'और', 'पाकिस्तान', 'के', 'बीच', 'साइंस', 'एंड', 'टेक्नोलॉजी', 'के', 'क्षेत्र', 'में', 'आपसी', 'सहयोग', 'इलाके', 'के', 'लिए', 'फलदायी', 'साबित', 'हो', 'सकता', 'है।']"
सबको हर रोज कम से कम 2 लीटर पानी पीना चाहिए।,"['सबको', 'हर', 'रोज', 'कम', 'से', 'कम', '2', 'लीटर', 'पानी', 'पीना', 'चाहिए।']"
"वर्ल्ड कप 2019 से पाकिस्तान की टीम हुई बाहर, नहीं हो सका कोई चमत्कार","['वर्ल्ड', 'कप', '2019', 'से', 'पाकिस्तान', 'की', 'टीम', 'हुई', 'बाहर,', 'नहीं', 'हो', 'सका', 'कोई', 'चमत्कार']"
दोनों को उपचार के लिए निजी अस्पताल में दाखिल कराया गया।,"['दोनों', 'को', 'उपचार', 'के', 'लिए', 'निजी', 'अस्पताल', 'में', 'दाखिल', 'कराया', 'गया।']"
यहां आपको 4 फीसदी का रिटर्न मिल रहा है।,"['यहां', 'आपको', '4', 'फीसदी', 'का', 'रिटर्न', 'मिल', 'रहा', 'है।']"
राजधानी दिल्ली समेत पूरे उत्तर भारत में कड़ाके की ठंड पड़ रही है,"['राजधानी', 'दिल्ली', 'समेत', 'पूरे', 'उत्तर', 'भारत', 'में', 'कड़ाके', 'की', 'ठंड', 'पड़', 'रही', 'है']"
कई ऑनलाइन पोर्टल खादी के नाम पर ऐसे मास्क बेच रहे हैं जो न तो खादी के कपड़े हैं और न ही हाथ से बने उत्पाद।,"['कई', 'ऑनलाइन', 'पोर्टल', 'खादी', 'के', 'नाम', 'पर', 'ऐसे', 'मास्क', 'बेच', 'रहे', 'हैं', 'जो', 'न', 'तो', 'खादी', 'के', 'कपड़े', 'हैं', 'और', 'न', 'ही', 'हाथ', 'से', 'बने', 'उत्पाद।']"
सरकार को चाहिए कि वे इन दिशाओं में भी कारगर कदम उठाए।,"['सरकार', 'को', 'चाहिए', 'कि', 'वे', 'इन', 'दिशाओं', 'में', 'भी', 'कारगर', 'कदम', 'उठाए।']"
"बैठक में सतबीर, ईसम सिंह, अर्जुन, सहेंद्र, अंकित कुमार, धर्मपाल, योगेंद्र, समेरचंद, विपिन आदि रहे।","['बैठक', 'में', 'सतबीर,', 'ईसम', 'सिंह,', 'अर्जुन,', 'सहेंद्र,', 'अंकित', 'कुमार,', 'धर्मपाल,', 'योगेंद्र,', 'समेरचंद,', 'विपिन', 'आदि', 'रहे।']"
उसके बाद पुलिस ने उन सभी को जाने दिया ।,"['उसके', 'बाद', 'पुलिस', 'ने', 'उन', 'सभी', 'को', 'जाने', 'दिया', '।']"
"रानी मुखर्जी के पिता राम मुखर्जी का निधन, शोक की लहर","['रानी', 'मुखर्जी', 'के', 'पिता', 'राम', 'मुखर्जी', 'का', 'निधन,', 'शोक', 'की', 'लहर']"
आरोपियों के खिलाफ मामला दर्ज कर हवालात में बंद कर दिया गया है।,"['आरोपियों', 'के', 'खिलाफ', 'मामला', 'दर्ज', 'कर', 'हवालात', 'में', 'बंद', 'कर', 'दिया', 'गया', 'है।']"
निर्धन आए दिन निर्धन होता जा रहा है और अमीर अमीर होता जा रहा है।,"['निर्धन', 'आए', 'दिन', 'निर्धन', 'होता', 'जा', 'रहा', 'है', 'और', 'अमीर', 'अमीर', 'होता', 'जा', 'रहा', 'है।']"
"वहीं, इस घटना में दो पुलिस कर्मी भी शहीद हुए हैं।","['वहीं,', 'इस', 'घटना', 'में', 'दो', 'पुलिस', 'कर्मी', 'भी', 'शहीद', 'हुए', 'हैं।']"
आग की वजहों की पड़ताल के लिए समिति गठित,"['आग', 'की', 'वजहों', 'की', 'पड़ताल', 'के', 'लिए', 'समिति', 'गठित']"
'पैडमैन' की कहानी अरुणाचलम मुरुगनथम के जीवन पर आधारित है।,"[""'पैडमैन'"", 'की', 'कहानी', 'अरुणाचलम', 'मुरुगनथम', 'के', 'जीवन', 'पर', 'आधारित', 'है।']"
"ट्रैक्टर से टकराने के बाद कार का ये हाल, एक ही परिवार के चार लोगों की मौत, शादी से लौटे थे सभी","['ट्रैक्टर', 'से', 'टकराने', 'के', 'बाद', 'कार', 'का', 'ये', 'हाल,', 'एक', 'ही', 'परिवार', 'के', 'चार', 'लोगों', 'की', 'मौत,', 'शादी', 'से', 'लौटे', 'थे', 'सभी']"
उसने उपासना के लिए निवासस्थान और याजकों का इंतज़ाम किया ।,"['उसने', 'उपासना', 'के', 'लिए', 'निवासस्थान', 'और', 'याजकों', 'का', 'इंतज़ाम', 'किया', '।']"
इस घटना से बस अड्डा के आसपास क्षेत्र में सन्नाटा छा गया।,"['इस', 'घटना', 'से', 'बस', 'अड्डा', 'के', 'आसपास', 'क्षेत्र', 'में', 'सन्नाटा', 'छा', 'गया।']"
लेकिन पार्टी सुप्रीमो नीतीश कुमार ने अधिकारिक रूप से इस मुद्दे पर अभी तक कुछ नहीं कहा है,"['लेकिन', 'पार्टी', 'सुप्रीमो', 'नीतीश', 'कुमार', 'ने', 'अधिकारिक', 'रूप', 'से', 'इस', 'मुद्दे', 'पर', 'अभी', 'तक', 'कुछ', 'नहीं', 'कहा', 'है']"
"जी हाँ, यीशु के पुनरुत्थान से यहोवा की अगम महानता का साफ सबूत मिलता है ।","['जी', 'हाँ,', 'यीशु', 'के', 'पुनरुत्थान', 'से', 'यहोवा', 'की', 'अगम', 'महानता', 'का', 'साफ', 'सबूत', 'मिलता', 'है', '।']"
भारत ने 153 रनो का लक्ष्य दिया था लेकिन मेजबान टीम 15 ओवरों में 143 रन ही बना सकी।,"['भारत', 'ने', '153', 'रनो', 'का', 'लक्ष्य', 'दिया', 'था', 'लेकिन', 'मेजबान', 'टीम', '15', 'ओवरों', 'में', '143', 'रन', 'ही', 'बना', 'सकी।']"
108 नंबर पर लगातार फोन करने के बावजूद एंबुलेंस मौके पर नहीं पहुंची।,"['108', 'नंबर', 'पर', 'लगातार', 'फोन', 'करने', 'के', 'बावजूद', 'एंबुलेंस', 'मौके', 'पर', 'नहीं', 'पहुंची।']"
टमाटर और लाल मिर्च पेस्ट पानी के साथ मिला दें।,"['टमाटर', 'और', 'लाल', 'मिर्च', 'पेस्ट', 'पानी', 'के', 'साथ', 'मिला', 'दें।']"
कृष्ण कुमार को ‘इंग्लिश बूस्टर क्लब’ के बढिय़ा नतीजे निकलने की उम्मीद,"['कृष्ण', 'कुमार', 'को', '‘इंग्लिश', 'बूस्टर', 'क्लब’', 'के', 'बढिय़ा', 'नतीजे', 'निकलने', 'की', 'उम्मीद']"
जलभराव के कारण दोपहर तक कई सड़कों पर यातयात धीमा था।,"['जलभराव', 'के', 'कारण', 'दोपहर', 'तक', 'कई', 'सड़कों', 'पर', 'यातयात', 'धीमा', 'था।']"
\\xa0 कोरोना वायरस\\xa0 दुनिया में सबसे अधिक प्रभावित होने वाला देश अमेरिका है।,"['\\\\xa0', 'कोरोना', 'वायरस\\\\xa0', 'दुनिया', 'में', 'सबसे', 'अधिक', 'प्रभावित', 'होने', 'वाला', 'देश', 'अमेरिका', 'है।']"
चोरी के चार वाहनों सहित तीन लुटेरों को किया गिरफ्तार,"['चोरी', 'के', 'चार', 'वाहनों', 'सहित', 'तीन', 'लुटेरों', 'को', 'किया', 'गिरफ्तार']"
इस संबंध में एक मामला दर्ज कर लिया गया है और फरार आरोपी को पकडऩे के लिए उसकी तलाश,"['इस', 'संबंध', 'में', 'एक', 'मामला', 'दर्ज', 'कर', 'लिया', 'गया', 'है', 'और', 'फरार', 'आरोपी', 'को', 'पकडऩे', 'के', 'लिए', 'उसकी', 'तलाश']"
पेट्रोल और डीजल की कीमतों में रोजाना सुबह 6 बजे बदलाव होता है,"['पेट्रोल', 'और', 'डीजल', 'की', 'कीमतों', 'में', 'रोजाना', 'सुबह', '6', 'बजे', 'बदलाव', 'होता', 'है']"
उन्होंने ट्विटर पर अपने फैन्स के साथ ये टीजर शेयर किया।,"['उन्होंने', 'ट्विटर', 'पर', 'अपने', 'फैन्स', 'के', 'साथ', 'ये', 'टीजर', 'शेयर', 'किया।']"
उन्होंने कहा कि क्षयरोग का उपचार हरेक सरकारी संस्थान में निःशुल्क उपलब्ध है।,"['उन्होंने', 'कहा', 'कि', 'क्षयरोग', 'का', 'उपचार', 'हरेक', 'सरकारी', 'संस्थान', 'में', 'निःशुल्क', 'उपलब्ध', 'है।']"
अंतरराष्ट्रीय बाजार में इस हेरोइन की कीमत 70 करोड़ रुपए आंकी गई है।,"['अंतरराष्ट्रीय', 'बाजार', 'में', 'इस', 'हेरोइन', 'की', 'कीमत', '70', 'करोड़', 'रुपए', 'आंकी', 'गई', 'है।']"
वो पैदल ही घर के लिए निकल पड़ी।,"['वो', 'पैदल', 'ही', 'घर', 'के', 'लिए', 'निकल', 'पड़ी।']"
विदेश मंत्री एस जयशंकर गुरुवार को सुबह में ट्विट कर यह जानकारी दी।,"['विदेश', 'मंत्री', 'एस', 'जयशंकर', 'गुरुवार', 'को', 'सुबह', 'में', 'ट्विट', 'कर', 'यह', 'जानकारी', 'दी।']"
पंजाब और हरियाणा पुलिस ने हजारों जवान तैनात कर दिए हैं।,"['पंजाब', 'और', 'हरियाणा', 'पुलिस', 'ने', 'हजारों', 'जवान', 'तैनात', 'कर', 'दिए', 'हैं।']"
इस घटनाक्रम से पुलिस अधिकारी व भाजपाई सकते में आ गए।,"['इस', 'घटनाक्रम', 'से', 'पुलिस', 'अधिकारी', 'व', 'भाजपाई', 'सकते', 'में', 'आ', 'गए।']"
